,article_link,article_title,publisher_id,widget_status,date_published,project_id1,project_id2,project_id3,project_id4,project_id5,project_id6,edited_by_publisher,edited_by_newspark
54,https://www.idsnews.com/article/2019/02/iu-senior-golfer-jake-brown-to-participate-in-genesis-open-collegiate,IU senior golfer Jake Brown to participate in Genesis Open Collegiate,Indiana Daily Student,False,2019-02-08 00:00:00,29,20,12,,,,False,False
55,https://www.idsnews.com/article/2016/09/rent-tour-kicks-off-at-auditorium,"""Rent"" opens tonight at the IU Auditorium",Indiana Daily Student,False,2016-09-11 00:00:00,2,5,15,,,,False,False
56,https://www.idsnews.com/article/2018/11/iu-wrestling-opens-new-season-with-mixed-results,IU wrestling opens new season with mixed results,Indiana Daily Student,False,2018-11-05 00:00:00,21,13,8,,,,False,False
57,https://www.idsnews.com/article/2016/01/types-of-roommates,Types of Roommates,Indiana Daily Student,False,2016-01-27 00:00:00,11,21,10,,,,False,False
58,https://www.idsnews.com/article/2020/07/iu-officials-answer-questions-about-returning-to-campus-amid-the-coronavirus-in-webinar,IU officials answer questions about returning to campus amid the coronavirus in webinar,Indiana Daily Student,True,2020-07-22 00:00:00,15,29,20,,,,False,False
59,https://www.idsnews.com/article/2010/04/kahns-comeback-culminates-with-award,Kahn’s comeback culminates with award,Indiana Daily Student,False,2010-04-26 00:00:00,12,5,20,,,,False,False
60,https://www.idsnews.com/article/2020/07/iu-dining-releases-updates-for-the-2020-21-school-year,IU Dining releases updates for the 2020-21 school year,Indiana Daily Student,True,2020-07-16 00:00:00,8,13,21,,,,False,False
61,https://www.idsnews.com/article/2019/02/students-of-color-are-dying-and-no-one-is-listening,OPED: Students of color are dying and no one is listening ,Indiana Daily Student,False,2019-02-24 00:00:00,15,29,9,,,,False,False
62,https://www.idsnews.com/article/2018/01/column-getz-billionaire012318,COLUMN: Being a billionaire is unethical,Indiana Daily Student,False,2018-01-24 00:00:00,20,27,28,,,,False,False
63,https://www.idsnews.com/article/2020/05/review-avatar-the-last-airbender-means-more-as-adults,REVIEW: ‘Avatar: The Last Airbender’ means even more to us now,Indiana Daily Student,False,2020-05-26 00:00:00,5,15,20,,,,False,False
64,https://www.idsnews.com/article/2009/05/2008-alumna-recognized-as-world-traveler-intern,2008 alumna recognized as world-traveler intern,Indiana Daily Student,False,2009-05-13 00:00:00,20,29,24,,,,False,False
65,https://www.idsnews.com/article/2020/01/full-road-closure-in-martinsville-to-affect-traffic-north-of-bloomington,Full road closure in Martinsville to affect traffic north of Bloomington,Indiana Daily Student,False,2020-01-26 00:00:00,12,20,16,,,,False,False
66,https://www.idsnews.com/article/2020/07/living-on-campus-heres-what-to-expect-iu,Living on campus? Here’s what to expect.,Indiana Daily Student,True,2020-07-22 00:00:00,27,28,29,,,,False,False
67,https://www.idsnews.com/article/2018/04/entwhoopi041418,Glenn Close and Whoopi Goldberg talk life and mental health ,Indiana Daily Student,False,2018-04-15 00:00:00,20,12,29,,,,False,False
68,https://www.idsnews.com/article/2015/11/artist-commemorates-jazz-great-through-portrait,Artist commemorates jazz great through portrait,Indiana Daily Student,False,2015-11-03 00:00:00,29,12,2,,,,False,False
69,https://www.idsnews.com/article/2010/03/stepping-out-of-your-comfort-zone,Stepping out of your comfort zone,Indiana Daily Student,False,2010-03-03 00:00:00,27,28,20,,,,False,False
70,https://www.idsnews.com/article/2018/08/spiuwbbbuss082018,Tyra Buss to take her talents overseas ,Indiana Daily Student,False,2018-08-20 00:00:00,2,15,12,,,,False,False
71,https://www.idsnews.com/article/2009/03/pets-alive-celebrates-annual-spay-day,Pets ALIVE celebrates annual Spay Day,Indiana Daily Student,False,2009-03-05 00:00:00,21,8,5,,,,False,False
72,https://www.idsnews.com/article/2020/04/letter-remember-the-kent-state-shooting-and-student-protests-50-years-later,"LETTER: Remember the Kent State shooting and student protests, 50 years later",Indiana Daily Student,False,2020-04-19 00:00:00,20,15,16,,,,False,False
73,https://www.idsnews.com/article/2020/07/iu-biddle-hotel-offers-housing-starting-fall-2020,IU’s Biddle Hotel to offer housing to students for the 2020-21 academic year,Indiana Daily Student,True,2020-07-17 00:00:00,20,13,8,,,,False,False
74,https://www.idsnews.com/article/2003/10/wilson-coaches-with-experience,Wilson coaches with experience,Indiana Daily Student,False,2003-10-22 00:00:00,15,5,12,,,,False,False
75,https://www.idsnews.com/article/2017/10/column-iu-should-abolish-greek-life,COLUMN: IU should abolish greek life,Indiana Daily Student,False,2017-10-20 00:00:00,20,12,29,,,,False,False
76,https://www.idsnews.com/article/2007/10/iu-students-pose-for-camera-at-playboy-audition,IU students pose for camera at Playboy audition,Indiana Daily Student,False,2007-10-10 00:00:00,20,15,29,,,,False,False
77,https://www.idsnews.com/article/2020/07/man-shot-and-killed-on-bloomingtons-south-side-wednesday-night,"Man shot, killed on Bloomington’s south side Wednesday night",Indiana Daily Student,True,2020-07-23 00:00:00,20,12,5,,,,False,False
78,https://www.idsnews.com/article/2019/07/removal-of-swastika-tiles-at-intramural-center-draws-praise-criticism,"Removal of swastika tiles at Intramural Center draws praise, criticism",Indiana Daily Student,False,2019-07-10 00:00:00,20,5,15,,,,False,False
79,https://www.idsnews.com/article/2003/09/americas-true-enemy,America's true enemy,Indiana Daily Student,False,2003-09-12 00:00:00,12,20,29,,,,False,False
80,https://www.idsnews.com/article/2020/07/monroe-county-indiana-see-week-of-high-covid-19-case-counts-relatively-low-death-counts,"Monroe County, Indiana see week of high COVID-19 case counts, relatively low death counts",Indiana Daily Student,True,2020-07-22 00:00:00,20,21,8,,,,False,False
81,https://www.idsnews.com/article/2020/07/attorneys-of-bookers-alleged-attackers-say-booker-is-telling-false-narrative,Attorneys of Booker's alleged attackers say Booker is telling false narrative,Indiana Daily Student,True,2020-07-14 00:00:00,15,20,13,,,,False,False
82,https://www.idsnews.com/article/2014/11/column-iu-defense-is-improving,Column: IU defense is improving,Indiana Daily Student,False,2014-11-22 00:00:00,20,15,5,,,,False,False
83,https://www.idsnews.com/article/2019/01/cacops012319,Bloomington man arrested for alleged sexual assault of 14-year-old ,Indiana Daily Student,False,2019-01-23 00:00:00,20,9,12,,,,False,False
84,https://www.idsnews.com/article/2020/03/tracking-coronavirus-in-indiana-covid-19-outbreak,Tracking coronavirus cases in Indiana,Indiana Daily Student,False,2020-03-09 00:00:00,15,2,29,,,,False,False
85,https://www.idsnews.com/article/2020/07/introducing-the-indiana-daily-student-black-voices-section-iu-bloomington,Introducing the Black Voices section,Indiana Daily Student,True,2020-07-21 00:00:00,9,27,28,,,,False,False
86,https://www.idsnews.com/article/2013/06/iu-lacrosse-to-stay-in-mcla-not-join-d-i,"IU lacrosse to stay in MCLA, not join D-I",Indiana Daily Student,False,2013-06-05 00:00:00,29,12,20,,,,False,False
87,https://www.idsnews.com/article/2020/06/iu-does-not-expect-large-drop-in-enrollment-for-2020-21-school-year,IU does not expect large drop in enrollment for 2020-21 school year,Indiana Daily Student,False,2020-06-18 00:00:00,20,13,16,,,,False,False
88,https://www.idsnews.com/article/2008/04/heritage-and-controversy,Heritage and controversy,Indiana Daily Student,False,2008-04-23 00:00:00,29,20,12,,,,False,False
89,https://www.idsnews.com/article/2018/02/editorial-edboard-roomandboard-020518,EDITORIAL: IU's increase in housing prices should lead to improvements in housing,Indiana Daily Student,False,2018-02-09 00:00:00,15,21,2,,,,False,False
90,https://www.idsnews.com/article/2020/03/films-coming-to-streaming-platforms-this-month,Films coming to streaming platforms this month,Indiana Daily Student,False,2020-03-24 00:00:00,15,27,28,,,,False,False
91,https://www.idsnews.com/article/2004/09/the-rock-the-union-was-built-on,The Rock the Union was built on,Indiana Daily Student,False,2004-09-10 00:00:00,12,20,5,,,,False,False
92,https://www.idsnews.com/article/2002/07/pop-fueled-rock-finds-its-place-in-california-sun,"Pop fueled rock finds its place 
in California sun",Indiana Daily Student,False,2002-07-25 00:00:00,20,12,29,,,,False,False
93,https://www.idsnews.com/article/2014/01/iu-simon-cancer-center-receives-15-million,IU Simon Cancer Center receives $15 million,Indiana Daily Student,False,2014-01-13 00:00:00,13,8,20,,,,False,False
94,https://www.idsnews.com/article/2008/04/no-horsing-around,No horsing around,Indiana Daily Student,False,2008-04-16 00:00:00,9,2,27,,,,False,False
95,https://www.idsnews.com/article/2005/07/iu-art-museum-showing-work-by-henri-matisse,IU Art Museum showing work by Henri Matisse,Indiana Daily Student,False,2005-07-07 00:00:00,20,16,15,,,,False,False
96,https://www.idsnews.com/article/2020/05/camping-around-bloomington-monroe-county-indiana,Want to go camping? Here’s what’s open around Bloomington.,Indiana Daily Student,False,2020-05-24 00:00:00,12,20,29,,,,False,False
97,https://www.idsnews.com/article/2016/09/i-dont-feel-anything-during-sex,I don't feel anything during sex,Indiana Daily Student,False,2016-09-13 00:00:00,29,12,16,,,,False,False
98,https://www.idsnews.com/article/2018/09/column-spotlight-emphasizes-the-truth-in-its-true-story,COLUMN: 'Spotlight' emphasizes the truth in its true story,Indiana Daily Student,False,2018-09-11 00:00:00,3,29,20,,,,False,False
99,https://www.idsnews.com/article/2020/06/new-bloomington-7-line-bike-trai,Bloomington to construct new 7-Line bike trail,Indiana Daily Student,True,2020-06-28 00:00:00,20,15,16,,,,False,False
100,https://www.idsnews.com/article/2008/05/push-away-the-table-and-say-damn,Push away the table and say Damn,Indiana Daily Student,False,2008-05-08 00:00:00,3,29,16,,,,False,False
101,https://www.idsnews.com/article/2019/08/posting-someones-intimate-images-without-consent-now-a-crime-in-indiana,Posting someone's intimate images without consent now a crime in Indiana,Indiana Daily Student,False,2019-08-28 00:00:00,2,15,29,,,,False,False
102,https://www.idsnews.com/article/2001/04/j-c-penneys-closes-local-store-with-sale,J.C. Penney's closes local store with sale,Indiana Daily Student,False,2001-04-30 00:00:00,20,12,29,,,,False,False
103,https://www.idsnews.com/article/2007/02/hatecha-till-i-beatcha,‘Hatecha till I beatcha’,Indiana Daily Student,False,2007-02-20 00:00:00,12,15,3,,,,False,False
104,https://www.idsnews.com/article/2020/01/iu-dining-provides-grubhub-online-ordering-for-pick-up,IU Dining provides Grubhub online ordering for pick-up,Indiana Daily Student,False,2020-01-14 00:00:00,29,15,27,,,,False,False
105,https://www.idsnews.com/article/2020/07/iu-to-offer-2-week-intersession-courses-in-august,IU to offer 2-week intersession courses in August,Indiana Daily Student,True,2020-07-13 00:00:00,8,2,15,,,,False,False
106,https://www.idsnews.com/article/2020/05/iu-releases-modified-academic-calendar-for-2020-2021-school-year,IU releases modified academic calendar for 2020-2021 school year ,Indiana Daily Student,False,2020-05-27 00:00:00,13,20,8,,,,False,False
107,https://www.idsnews.com/article/2004/04/a-fresh-alternative-5b9c35695716d,"A fresh 
alternative",Indiana Daily Student,False,2004-04-23 00:00:00,29,12,20,,,,False,False
108,https://www.idsnews.com/article/2020/02/devour-bloomington-returns-for-two-weeks,Devour Bloomington returns for two weeks,Indiana Daily Student,False,2020-02-25 00:00:00,15,12,11,,,,False,False
109,https://www.idsnews.com/article/2016/04/mayor-announces-water-treatment-changes,Mayor announces water treatment changes,Indiana Daily Student,False,2016-04-06 00:00:00,15,5,21,,,,False,False
110,https://www.idsnews.com/article/2018/11/iconic-breaking-away-quarry-filled-in-following-years-of-safety-concerns,Iconic 'Breaking Away' quarry filled in following years of safety concerns,Indiana Daily Student,False,2018-11-27 00:00:00,9,24,27,,,,False,False
111,https://www.idsnews.com/article/2018/04/daniel-messel-pleads-guilty-to-battery-interrupts-victim-during-hearing,"Daniel Messel pleads guilty to battery, interrupts victim during hearing",Indiana Daily Student,False,2018-04-25 00:00:00,15,29,21,,,,False,False
112,https://www.idsnews.com/article/2020/03/little-500-qualifications-pushed-back-due-to-coronavirus-future-of-race-unknown,"Little 500 qualifications pushed back due to coronavirus, future of race unknown ",Indiana Daily Student,False,2020-03-12 00:00:00,21,29,20,,,,False,False
113,https://www.idsnews.com/article/2020/02/column-100-gecs-but-your-ears-dont-bleed-this-time,"COLUMN: 100 gecs, but your ears don’t bleed this time",Indiana Daily Student,False,2020-02-24 00:00:00,13,21,10,,,,False,False
114,https://www.idsnews.com/article/2017/01/spice-up-your-space,Spice up your space,Indiana Daily Student,False,2017-01-27 00:00:00,12,20,29,,,,False,False
115,https://www.idsnews.com/article/2006/10/george-misses-commentary-5b9c3993b2c04,George misses commentary,Indiana Daily Student,False,2006-10-05 00:00:00,12,20,10,,,,False,False
116,https://www.idsnews.com/article/2020/07/iu-head-coach-archie-miller-excited-after-the-first-6-weeks-of-iu-mens-basketball-workouts,IU head coach Archie Miller excited after the first 6 weeks of IU men’s basketball workouts,Indiana Daily Student,True,2020-07-29 00:00:00,15,20,13,,,,False,False
117,https://www.idsnews.com/article/2015/10/prone-masturbation-a-threat-probably-not,Prone masturbation a threat? Probably not,Indiana Daily Student,False,2015-10-27 00:00:00,3,16,29,,,,False,False
118,https://www.idsnews.com/article/2007/03/update-7-p-m-police-arrest-iu-c-store-employee-25-on-preliminary-charges-of-dealing-drugs-sexual-dev,"UPDATE: 7 p.m. Police arrest IU C-store employee, 25, on preliminary charges of dealing drugs, sexual deviancy",Indiana Daily Student,False,2007-03-26 00:00:00,20,21,24,,,,False,False
119,https://www.idsnews.com/article/2007/01/21st-century-dance-moves,21st-century dance moves,Indiana Daily Student,False,2007-01-15 00:00:00,24,21,8,,,,False,False
120,https://www.idsnews.com/article/2019/09/in-defense-of-carly-rae-jepsen,OPINION: In defense of Carly Rae Jepsen,Indiana Daily Student,False,2019-09-26 00:00:00,20,12,15,,,,False,False
121,https://www.idsnews.com/article/2019/02/proposed-indiana-bill-protects-self-defense-scenarios-passes-house,"Proposed Indiana bill protects self-defense scenarios, passes House",Indiana Daily Student,False,2019-02-19 00:00:00,15,5,11,,,,False,False
122,https://www.idsnews.com/article/2020/07/iu-kelley-professor-tweets-about-how-to-make-money-on-racism-in-the-us,IU Kelley professor tweets about 'how to make money on racism in the US',Indiana Daily Student,True,2020-07-28 00:00:00,20,5,15,,,,False,False
123,https://www.idsnews.com/article/2020/03/satisfactoryfail-grading-now-an-option-for-iu-bloomington-spring-courses,Satisfactory/fail grading now an option for IU-Bloomington spring courses,Indiana Daily Student,False,2020-03-26 00:00:00,20,12,29,,,,False,False
124,https://www.idsnews.com/article/2020/03/iu-cancels-in-person-classes-after-spring-break-due-to-coronavirus,IU cancels in-person classes after spring break due to coronavirus,Indiana Daily Student,False,2020-03-10 00:00:00,20,15,8,,,,False,False
125,https://www.idsnews.com/article/2018/07/armored-truck-source-of-debate-and-protest-arrives-in-bloomington,"Armored truck, source of debate and protest, arrives in Bloomington",Indiana Daily Student,False,2018-07-10 00:00:00,20,12,29,,,,False,False
126,https://www.idsnews.com/article/2020/03/first-case-of-coronavirus-reported-in-indiana-public-health-emergency-declared,"First case of coronavirus reported in Indiana, public health emergency declared",Indiana Daily Student,False,2020-03-06 00:00:00,20,12,29,,,,False,False
127,https://www.idsnews.com/article/2020/04/opinion-third-party-presidential-election-may-favor-trump-swing-states,OPINION: Is voting third party in November a vote for Trump? Maybe.,Indiana Daily Student,False,2020-04-28 00:00:00,15,20,16,,,,False,False
128,https://www.idsnews.com/article/2018/07/entmathers070918,Mathers exhibit shares memories through historic photos,Indiana Daily Student,False,2018-07-11 00:00:00,21,11,8,,,,False,False
129,https://www.idsnews.com/article/2017/03/lamp-combines-liberal-arts-and-business,LAMP combines liberal arts and business,Indiana Daily Student,False,2017-03-02 00:00:00,15,5,2,,,,False,False
130,https://www.idsnews.com/article/2013/04/spirit-shop-not-sweatshop,Spirit shop not sweatshop,Indiana Daily Student,False,2013-04-08 00:00:00,12,16,29,,,,False,False
131,https://www.idsnews.com/article/2006/12/student-wrestler-in-intensive-care-after-3-story-plummet,Student-wrestler in intensive care after 3-story plummet,Indiana Daily Student,False,2006-12-05 00:00:00,20,29,16,,,,False,False
132,https://www.idsnews.com/article/2006/02/lobbyist-says-apartheid-continues,Lobbyist says apartheid continues,Indiana Daily Student,False,2006-02-16 00:00:00,10,5,12,,,,False,False
133,https://www.idsnews.com/article/2020/04/iu-sorority-fraternity-greek-houses-closed-due-to-coronavirus-pandemic,"Majority of IU sorority, fraternity houses closed due to coronavirus pandemic",Indiana Daily Student,False,2020-04-02 00:00:00,20,5,15,,,,False,False
134,https://www.idsnews.com/article/2007/08/bloomington-murder-suspect-arrested,Bloomington murder suspect arrested,Indiana Daily Student,False,2007-08-26 00:00:00,12,20,29,,,,False,False
135,https://www.idsnews.com/article/2018/04/caidentities041818,Experts say health care system fails marginalized people,Indiana Daily Student,False,2018-04-19 00:00:00,21,15,13,,,,False,False
136,https://www.idsnews.com/article/2013/09/student-stars-in-porter-ridge,Student stars in 'Porter Ridge',Indiana Daily Student,False,2013-09-03 00:00:00,15,27,28,,,,False,False
